Differential Evolution Results
Function: Ackley
Dimensions: 3

Generation	Best Fitness	Best Position
43	13.5782282596	[-4.546 5.797 0.4044]
44	13.5782282596	[-4.546 5.797 0.4044]
45	13.5782282596	[-4.546 5.797 0.4044]
46	13.5782282596	[-4.546 5.797 0.4044]
47	13.5782282596	[-4.546 5.797 0.4044]
48	13.5468930032	[-4.546 -5.881 0.4044]
49	13.5468930032	[-4.546 -5.881 0.4044]
50	13.5468930032	[-4.546 -5.881 0.4044]
51	13.5468930032	[-4.546 -5.881 0.4044]
52	13.5468930032	[-4.546 -5.881 0.4044]
53	13.5468930032	[-4.546 -5.881 0.4044]
54	13.5468930032	[-4.546 -5.881 0.4044]
55	13.5468930032	[-4.546 -5.881 0.4044]
56	13.5468930032	[-4.546 -5.881 0.4044]
57	13.5468930032	[-4.546 -5.881 0.4044]
58	13.5468930032	[-4.546 -5.881 0.4044]
59	13.5468930032	[-4.546 -5.881 0.4044]
60	13.5468930032	[-4.546 -5.881 0.4044]
61	12.2124127040	[-0.8847 -1.203 -6.376]
62	12.2124127040	[-0.8847 -1.203 -6.376]
63	12.2124127040	[-0.8847 -1.203 -6.376]
64	12.2124127040	[-0.8847 -1.203 -6.376]
65	11.0589015293	[2.743 2.743 3.475]
66	11.0589015293	[2.743 2.743 3.475]
67	11.0589015293	[2.743 2.743 3.475]
68	11.0589015293	[2.743 2.743 3.475]
69	11.0589015293	[2.743 2.743 3.475]
70	11.0589015293	[2.743 2.743 3.475]
71	11.0589015293	[2.743 2.743 3.475]
72	11.0589015293	[2.743 2.743 3.475]
73	11.0589015293	[2.743 2.743 3.475]
74	11.0589015293	[2.743 2.743 3.475]
75	11.0589015293	[2.743 2.743 3.475]
76	11.0589015293	[2.743 2.743 3.475]
77	11.0589015293	[2.743 2.743 3.475]
78	11.0589015293	[2.743 2.743 3.475]
79	11.0589015293	[2.743 2.743 3.475]
80	8.7983990610	[-0.8847 2.443 2.811]
81	8.7983990610	[-0.8847 2.443 2.811]
82	8.7983990610	[-0.8847 2.443 2.811]
83	8.7983990610	[-0.8847 2.443 2.811]
84	8.7983990610	[-0.8847 2.443 2.811]
85	8.7983990610	[-0.8847 2.443 2.811]
86	8.7983990610	[-0.8847 2.443 2.811]
87	8.7983990610	[-0.8847 2.443 2.811]
88	8.7983990610	[-0.8847 2.443 2.811]
89	8.7983990610	[-0.8847 2.443 2.811]
90	8.7983990610	[-0.8847 2.443 2.811]
91	8.7983990610	[-0.8847 2.443 2.811]
92	8.7983990610	[-0.8847 2.443 2.811]
93	8.7983990610	[-0.8847 2.443 2.811]
94	8.7803619105	[-0.8847 2.443 2.443]
95	8.7803619105	[-0.8847 2.443 2.443]
96	4.9149525613	[-0.8847 -1.203 0.4044]
97	4.9149525613	[-0.8847 -1.203 0.4044]
98	4.9149525613	[-0.8847 -1.203 0.4044]
99	4.9149525613	[-0.8847 -1.203 0.4044]
100	4.9149525613	[-0.8847 -1.203 0.4044]
101	4.9149525613	[-0.8847 -1.203 0.4044]
102	4.9149525613	[-0.8847 -1.203 0.4044]
103	4.9149525613	[-0.8847 -1.203 0.4044]
104	4.9149525613	[-0.8847 -1.203 0.4044]
105	4.9149525613	[-0.8847 -1.203 0.4044]
106	4.9149525613	[-0.8847 -1.203 0.4044]
107	4.9149525613	[-0.8847 -1.203 0.4044]
108	4.9149525613	[-0.8847 -1.203 0.4044]
109	4.9149525613	[-0.8847 -1.203 0.4044]
110	4.9149525613	[-0.8847 -1.203 0.4044]
111	4.9149525613	[-0.8847 -1.203 0.4044]
112	4.9149525613	[-0.8847 -1.203 0.4044]
113	4.9149525613	[-0.8847 -1.203 0.4044]
114	4.9149525613	[-0.8847 -1.203 0.4044]
115	4.9149525613	[-0.8847 -1.203 0.4044]
116	4.9149525613	[-0.8847 -1.203 0.4044]
117	4.9149525613	[-0.8847 -1.203 0.4044]
118	4.9149525613	[-0.8847 -1.203 0.4044]
119	4.9149525613	[-0.8847 -1.203 0.4044]
120	4.9149525613	[-0.8847 -1.203 0.4044]
121	4.9149525613	[-0.8847 -1.203 0.4044]
122	4.9149525613	[-0.8847 -1.203 0.4044]
123	4.9149525613	[-0.8847 -1.203 0.4044]
124	4.9149525613	[-0.8847 -1.203 0.4044]
125	4.9149525613	[-0.8847 -1.203 0.4044]
126	4.9149525613	[-0.8847 -1.203 0.4044]
127	4.9149525613	[-0.8847 -1.203 0.4044]
128	4.9149525613	[-0.8847 -1.203 0.4044]
129	4.9149525613	[-0.8847 -1.203 0.4044]
130	4.9149525613	[-0.8847 -1.203 0.4044]
131	4.9149525613	[-0.8847 -1.203 0.4044]
132	4.9149525613	[-0.8847 -1.203 0.4044]
133	4.9149525613	[-0.8847 -1.203 0.4044]
134	4.9149525613	[-0.8847 -1.203 0.4044]
135	4.9149525613	[-0.8847 -1.203 0.4044]
136	4.9149525613	[-0.8847 -1.203 0.4044]
137	4.9149525613	[-0.8847 -1.203 0.4044]
138	4.9149525613	[-0.8847 -1.203 0.4044]
139	4.9149525613	[-0.8847 -1.203 0.4044]
140	4.9149525613	[-0.8847 -1.203 0.4044]
141	4.9149525613	[-0.8847 -1.203 0.4044]
142	4.9149525613	[-0.8847 -1.203 0.4044]
143	4.9149525613	[-0.8847 -1.203 0.4044]
144	4.9149525613	[-0.8847 -1.203 0.4044]
145	4.9149525613	[-0.8847 -1.203 0.4044]
146	4.9149525613	[-0.8847 -1.203 0.4044]
147	4.9149525613	[-0.8847 -1.203 0.4044]
148	4.3682905877	[-0.8847 -1.203 0.2075]
149	4.3682905877	[-0.8847 -1.203 0.2075]
150	4.3682905877	[-0.8847 -1.203 0.2075]
151	4.3682905877	[-0.8847 -1.203 0.2075]
152	2.7725413895	[-0.8847 0.03599 0.2075]
153	2.7725413895	[-0.8847 0.03599 0.2075]
154	2.7725413895	[-0.8847 0.03599 0.2075]
155	2.7725413895	[-0.8847 0.03599 0.2075]
156	2.7725413895	[-0.8847 0.03599 0.2075]
157	2.7725413895	[-0.8847 0.03599 0.2075]
158	2.7725413895	[-0.8847 0.03599 0.2075]
159	2.7725413895	[-0.8847 0.03599 0.2075]
160	2.7725413895	[-0.8847 0.03599 0.2075]
161	2.7725413895	[-0.8847 0.03599 0.2075]
162	2.7725413895	[-0.8847 0.03599 0.2075]
163	2.7725413895	[-0.8847 0.03599 0.2075]
164	2.7725413895	[-0.8847 0.03599 0.2075]
165	2.7725413895	[-0.8847 0.03599 0.2075]
166	2.7725413895	[-0.8847 0.03599 0.2075]
167	2.7725413895	[-0.8847 0.03599 0.2075]
168	2.7725413895	[-0.8847 0.03599 0.2075]
169	2.1448680665	[-0.2283 0.194 0.1768]
170	2.1448680665	[-0.2283 0.194 0.1768]
171	2.1448680665	[-0.2283 0.194 0.1768]
172	2.1448680665	[-0.2283 0.194 0.1768]
173	2.1448680665	[-0.2283 0.194 0.1768]
174	2.1448680665	[-0.2283 0.194 0.1768]
175	2.1448680665	[-0.2283 0.194 0.1768]
176	1.6245089981	[-0.2625 -0.04253 -0.1066]
177	0.4589525902	[0.04696 0.07809 0.0621]
178	0.4589525902	[0.04696 0.07809 0.0621]
179	0.4589525902	[0.04696 0.07809 0.0621]
180	0.4589525902	[0.04696 0.07809 0.0621]
181	0.1484793642	[-0.04629 -0.009816 -0.0007677]
182	0.1484793642	[-0.04629 -0.009816 -0.0007677]
183	0.1484793642	[-0.04629 -0.009816 -0.0007677]
184	0.1484793642	[-0.04629 -0.009816 -0.0007677]
185	0.1484793642	[-0.04629 -0.009816 -0.0007677]
186	0.1484793642	[-0.04629 -0.009816 -0.0007677]
187	0.1484793642	[-0.04629 -0.009816 -0.0007677]
188	0.1484793642	[-0.04629 -0.009816 -0.0007677]
189	0.1484793642	[-0.04629 -0.009816 -0.0007677]
190	0.1484793642	[-0.04629 -0.009816 -0.0007677]
191	0.1484793642	[-0.04629 -0.009816 -0.0007677]
192	0.0785439013	[0.02279 -0.01505 -0.006201]
193	0.0458677488	[-0.0009832 0.006895 0.01606]
194	0.0458677488	[-0.0009832 0.006895 0.01606]
195	0.0458677488	[-0.0009832 0.006895 0.01606]
196	0.0323500738	[-0.003522 0.008447 0.008889]
197	0.0323500738	[-0.003522 0.008447 0.008889]
198	0.0323500738	[-0.003522 0.008447 0.008889]
199	0.0124238572	[0.001594 -0.004541 -0.001899]
200	0.0124238572	[0.001594 -0.004541 -0.001899]
201	0.0118278724	[0.002461 0.003818 -0.001928]
202	0.0118278724	[0.002461 0.003818 -0.001928]
203	0.0118278724	[0.002461 0.003818 -0.001928]
204	0.0118278724	[0.002461 0.003818 -0.001928]
205	0.0038112207	[-0.0006897 -0.0008504 -0.001207]
206	0.0038112207	[-0.0006897 -0.0008504 -0.001207]
207	0.0038112207	[-0.0006897 -0.0008504 -0.001207]
208	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
209	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
210	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
211	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
212	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
213	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
214	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
215	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
216	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
217	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
218	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
219	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
220	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
221	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
222	0.0004872794	[-5.814e-05 0.0001993 -3.582e-05]
223	0.0004809853	[-4.278e-05 -0.0001797 9.544e-05]
224	0.0002541035	[-2.911e-05 9.858e-05 3.899e-05]
225	0.0001841830	[3.074e-05 5.459e-05 -4.927e-05]
226	0.0001582560	[-4.062e-05 1.71e-05 5.243e-05]
227	0.0001582560	[-4.062e-05 1.71e-05 5.243e-05]
228	0.0000594240	[-4.791e-07 2.384e-05 9.655e-06]
229	0.0000315832	[1.354e-06 -9.743e-06 -9.499e-06]
230	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
231	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
232	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
233	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
234	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
235	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
236	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
237	0.0000271870	[1.354e-06 -9.743e-06 6.466e-06]
238	0.0000166824	[1.354e-06 -2.921e-06 6.466e-06]
239	0.0000166824	[1.354e-06 -2.921e-06 6.466e-06]
240	0.0000166824	[1.354e-06 -2.921e-06 6.466e-06]
241	0.0000058404	[-1.533e-06 -1.033e-06 -1.726e-06]
242	0.0000058404	[-1.533e-06 -1.033e-06 -1.726e-06]
243	0.0000058404	[-1.533e-06 -1.033e-06 -1.726e-06]
244	0.0000058404	[-1.533e-06 -1.033e-06 -1.726e-06]
245	0.0000057655	[1.13e-06 1.912e-06 -1.14e-06]
246	0.0000055965	[1.66e-06 -1.536e-06 8.705e-07]
247	0.0000024598	[8.34e-07 -1.06e-07 6.54e-07]
248	0.0000024598	[8.34e-07 -1.06e-07 6.54e-07]
249	0.0000016272	[2.398e-07 -1.06e-07 6.54e-07]
250	0.0000014275	[-5.505e-07 1.499e-07 2.377e-07]
251	0.0000014275	[-5.505e-07 1.499e-07 2.377e-07]
252	0.0000014275	[-5.505e-07 1.499e-07 2.377e-07]
253	0.0000014275	[-5.505e-07 1.499e-07 2.377e-07]
254	0.0000008575	[-5.141e-08 -3.674e-07 -1.458e-08]
255	0.0000004805	[9.525e-08 1.05e-07 -1.523e-07]
256	0.0000004805	[9.525e-08 1.05e-07 -1.523e-07]
257	0.0000003597	[-1.208e-08 5.058e-08 1.468e-07]
258	0.0000003597	[-1.208e-08 5.058e-08 1.468e-07]
259	0.0000003596	[-1.136e-08 5.058e-08 1.468e-07]
260	0.0000003596	[-1.136e-08 5.058e-08 1.468e-07]
261	0.0000001007	[3.477e-08 1.434e-08 2.202e-08]
262	0.0000001007	[3.477e-08 1.434e-08 2.202e-08]
263	0.0000001007	[3.477e-08 1.434e-08 2.202e-08]
264	0.0000000912	[-3.31e-08 7.87e-09 2.004e-08]
265	0.0000000912	[-3.31e-08 7.87e-09 2.004e-08]
266	0.0000000912	[-3.31e-08 7.87e-09 2.004e-08]
267	0.0000000912	[-3.31e-08 7.87e-09 2.004e-08]
268	0.0000000912	[-3.31e-08 7.87e-09 2.004e-08]
269	0.0000000633	[1.889e-08 1.696e-08 -1.038e-08]
270	0.0000000626	[-6.096e-09 -2.61e-08 -3.936e-09]
271	0.0000000406	[-4.853e-09 -1.039e-08 -1.335e-08]
272	0.0000000343	[-1.118e-09 -3.335e-09 -1.442e-08]
273	0.0000000343	[-1.118e-09 -3.335e-09 -1.442e-08]
274	0.0000000278	[-1.077e-08 -3.298e-10 -5.328e-09]
275	0.0000000278	[-1.077e-08 -3.298e-10 -5.328e-09]
276	0.0000000124	[3.628e-10 -3.298e-10 -5.328e-09]
277	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
278	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
279	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
280	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
281	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
282	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
283	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
284	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
285	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
286	0.0000000032	[3.628e-10 -3.298e-10 1.279e-09]
287	0.0000000026	[6.067e-10 -7.191e-10 6.109e-10]
288	0.0000000026	[6.067e-10 -7.191e-10 6.109e-10]
289	0.0000000025	[-4.24e-10 9.791e-10 -1.535e-10]
290	0.0000000025	[-4.24e-10 9.791e-10 -1.535e-10]
291	0.0000000024	[8.938e-10 5.363e-10 -1.259e-10]
292	0.0000000022	[2.723e-11 9.64e-10 -1.1e-11]
293	0.0000000002	[2.723e-11 -1.017e-10 -1.1e-11]
294	0.0000000002	[2.723e-11 -1.017e-10 -1.1e-11]
295	0.0000000002	[2.723e-11 -1.017e-10 -1.1e-11]
296	0.0000000002	[2.723e-11 -1.017e-10 -1.1e-11]
297	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
298	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
299	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
300	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
301	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
302	0.0000000001	[2.723e-11 4.944e-11 -1.1e-11]
303	0.0000000001	[2.723e-11 -4.735e-11 -1.1e-11]
304	0.0000000001	[2.723e-11 -4.735e-11 -1.1e-11]
305	0.0000000001	[2.723e-11 -4.735e-11 -1.1e-11]
306	0.0000000001	[2.723e-11 -4.735e-11 -1.1e-11]
307	0.0000000001	[2.723e-11 -4.735e-11 -1.1e-11]
308	0.0000000001	[8.121e-12 6.671e-12 -2.621e-11]
309	0.0000000001	[8.121e-12 6.671e-12 -2.621e-11]
310	0.0000000001	[8.121e-12 6.671e-12 -1.948e-11]
311	0.0000000001	[8.121e-12 6.671e-12 -1.948e-11]
312	0.0000000001	[8.121e-12 6.671e-12 -1.948e-11]
313	0.0000000000	[-2.409e-12 7.67e-12 -1.022e-11]
314	0.0000000000	[-2.409e-12 7.67e-12 -1.022e-11]
315	0.0000000000	[-2.409e-12 7.67e-12 -1.022e-11]
