Differential Evolution Results
Function: Rastrigin
Dimensions: 3

Generation	Best Fitness	Best Position
39	0.6557888048	[-0.04443 -0.008665 -0.0357]
40	0.6557888048	[-0.04443 -0.008665 -0.0357]
41	0.6557888048	[-0.04443 -0.008665 -0.0357]
42	0.6557888048	[-0.04443 -0.008665 -0.0357]
43	0.6557888048	[-0.04443 -0.008665 -0.0357]
44	0.6557888048	[-0.04443 -0.008665 -0.0357]
45	0.6557888048	[-0.04443 -0.008665 -0.0357]
46	0.0144904068	[0.0003427 0.0008063 0.008502]
47	0.0144904068	[0.0003427 0.0008063 0.008502]
48	0.0144904068	[0.0003427 0.0008063 0.008502]
49	0.0144904068	[0.0003427 0.0008063 0.008502]
50	0.0144904068	[0.0003427 0.0008063 0.008502]
51	0.0144904068	[0.0003427 0.0008063 0.008502]
52	0.0144904068	[0.0003427 0.0008063 0.008502]
53	0.0144904068	[0.0003427 0.0008063 0.008502]
54	0.0144904068	[0.0003427 0.0008063 0.008502]
55	0.0144904068	[0.0003427 0.0008063 0.008502]
56	0.0144904068	[0.0003427 0.0008063 0.008502]
57	0.0144904068	[0.0003427 0.0008063 0.008502]
58	0.0144904068	[0.0003427 0.0008063 0.008502]
59	0.0144904068	[0.0003427 0.0008063 0.008502]
60	0.0144904068	[0.0003427 0.0008063 0.008502]
61	0.0144904068	[0.0003427 0.0008063 0.008502]
62	0.0144904068	[0.0003427 0.0008063 0.008502]
63	0.0144904068	[0.0003427 0.0008063 0.008502]
64	0.0144904068	[0.0003427 0.0008063 0.008502]
65	0.0144904068	[0.0003427 0.0008063 0.008502]
66	0.0144904068	[0.0003427 0.0008063 0.008502]
67	0.0144904068	[0.0003427 0.0008063 0.008502]
68	0.0144904068	[0.0003427 0.0008063 0.008502]
69	0.0144904068	[0.0003427 0.0008063 0.008502]
70	0.0144904068	[0.0003427 0.0008063 0.008502]
71	0.0144904068	[0.0003427 0.0008063 0.008502]
72	0.0144904068	[0.0003427 0.0008063 0.008502]
73	0.0144904068	[0.0003427 0.0008063 0.008502]
74	0.0144904068	[0.0003427 0.0008063 0.008502]
75	0.0144904068	[0.0003427 0.0008063 0.008502]
76	0.0143688558	[-0.00644 0.004563 0.003183]
77	0.0041663088	[-0.004423 0.001199 6.171e-06]
78	0.0041663088	[-0.004423 0.001199 6.171e-06]
79	0.0001872296	[-0.0005436 0.0006532 0.0004708]
80	0.0001872296	[-0.0005436 0.0006532 0.0004708]
81	0.0001872296	[-0.0005436 0.0006532 0.0004708]
82	0.0001872296	[-0.0005436 0.0006532 0.0004708]
83	0.0001872296	[-0.0005436 0.0006532 0.0004708]
84	0.0001872296	[-0.0005436 0.0006532 0.0004708]
85	0.0001872296	[-0.0005436 0.0006532 0.0004708]
86	0.0000988943	[0.0005824 8.381e-05 0.0003902]
87	0.0000988943	[0.0005824 8.381e-05 0.0003902]
88	0.0000988943	[0.0005824 8.381e-05 0.0003902]
89	0.0000866628	[-0.0002226 -0.0004154 0.0004634]
90	0.0000866628	[-0.0002226 -0.0004154 0.0004634]
91	0.0000263085	[0.0002714 0.0001622 -0.0001807]
92	0.0000167579	[-0.0002471 -0.000135 7.209e-05]
93	0.0000167579	[-0.0002471 -0.000135 7.209e-05]
94	0.0000080067	[0.0001865 -7.377e-05 1.097e-05]
95	0.0000050090	[-0.0001262 9.637e-05 5.754e-06]
96	0.0000012160	[4.667e-05 3.401e-05 5.286e-05]
97	0.0000012160	[4.667e-05 3.401e-05 5.286e-05]
98	0.0000012160	[4.667e-05 3.401e-05 5.286e-05]
99	0.0000012160	[4.667e-05 3.401e-05 5.286e-05]
100	0.0000005597	[-8.148e-06 3.996e-06 5.233e-05]
101	0.0000005597	[-8.148e-06 3.996e-06 5.233e-05]
102	0.0000005486	[-2.828e-05 -1.655e-06 -4.43e-05]
103	0.0000002789	[-2.046e-05 7.353e-06 3.055e-05]
104	0.0000001002	[1.159e-06 -1.829e-05 -1.301e-05]
105	0.0000000598	[-1.611e-05 -6.231e-06 1.653e-06]
106	0.0000000598	[-1.611e-05 -6.231e-06 1.653e-06]
107	0.0000000598	[-1.611e-05 -6.231e-06 1.653e-06]
108	0.0000000042	[4.928e-07 4.534e-06 -7.043e-07]
109	0.0000000042	[4.928e-07 4.534e-06 -7.043e-07]
110	0.0000000042	[4.928e-07 4.534e-06 -7.043e-07]
111	0.0000000040	[-1.278e-06 4.169e-06 1.162e-06]
112	0.0000000015	[-5.026e-07 2.46e-06 1.162e-06]
113	0.0000000015	[-5.026e-07 2.46e-06 1.162e-06]
114	0.0000000015	[-5.026e-07 2.46e-06 1.162e-06]
115	0.0000000011	[6.425e-07 2.226e-06 3.621e-07]
